MID	DAY	SEX	AGE	GEN	PRE	ARE	JOB	MAR	CHI	q1s1	q1s2	q1s3	q1s4	q1s5	q1s6	q1s7	q1s8	q1s9	q1s10	q1s11	q1s12	q1s13	q1s14	q1s15	q1s16	q1s17	q1s18	q1s19	q2s1	q2s2	q2s3	q2s4	q2s5	q2s6	q2s7	q2s8	q2s9	q2s10	q2s11	q2s12	q2s13	q2s14	q2s15	q2s16	q2s17	q2s18	q2s19	q3s1	q3s2	q3s3	q3s4	q3s5	q3s6	q3s7	q3s8	q3s9	q3s10	q3s11	q3s12	q3s13	q3s14	q3s15	q3s16	q3s17	q3s18	q3s19
1005050143	2020/10/13 00:28	2	28	3	44	8	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1005081633	2020/10/13 06:17	2	19	2	8	3	10	1	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	3	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	3
1005089491	2020/10/12 18:30	1	27	3	13	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1005102568	2020/10/12 19:05	2	19	2	40	8	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1005111951	2020/10/12 22:27	1	26	3	14	3	6	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3
1005138366	2020/10/13 13:09	1	24	3	28	5	10	1	2	3	4	3	4	2	4	3	3	4	2	2	2	2	1	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1005199947	2020/10/12 17:43	1	47	5	27	5	11	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1005218391	2020/10/12 19:02	1	19	2	24	5	10	1	2	2	3	3	3	3	3	4	3	4	3	4	4	4	3	3	3	3	4	3	3	4	4	3	4	4	3	4	3	3	3	3	3	3	3	4	3	3	4	3	3	4	4	4	4	3	4	3	3	3	4	3	4	3	3	3	3	3
1005252890	2020/10/13 00:03	2	40	5	27	5	5	1	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1005265290	2020/10/12 21:02	1	19	2	25	5	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1005273492	2020/10/12 19:52	1	42	5	13	3	5	2	1	4	5	4	4	3	4	4	3	2	2	4	4	4	4	2	3	3	3	3	4	4	4	4	4	4	4	3	2	3	4	3	4	4	2	3	3	3	3	4	4	4	4	4	3	4	3	2	3	3	3	4	4	2	3	3	3	3
1005353148	2020/10/12 18:28	2	34	4	24	5	4	1	2	4	4	3	3	4	4	4	2	3	2	2	2	4	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1005432027	2020/10/12 22:58	2	18	2	23	4	10	1	2	3	1	3	3	4	4	5	4	3	2	3	3	4	1	2	2	3	3	4	2	4	1	4	4	2	3	4	3	3	4	5	3	4	2	1	1	3	3	2	3	1	4	5	3	4	4	2	3	4	1	3	3	4	5	4	3	2
1005440366	2020/10/13 00:48	2	30	4	43	8	5	2	1	2	3	2	3	2	3	4	2	3	1	3	4	1	2	4	2	3	2	3	2	3	1	3	2	3	1	2	3	4	3	2	4	3	2	2	2	4	2	2	1	3	3	2	3	1	3	2	4	2	4	2	4	3	2	3	2	4
1005456059	2020/10/12 22:52	2	18	2	26	5	10	1	2	3	3	3	3	4	4	3	3	4	3	2	2	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	4	3	2	2	3	3	3	4	4	4	3	3	3	3	3	3	4	3	3	4	3	2	2	3	3	3	4	4	4	3
1005489354	2020/10/12 19:49	2	19	2	26	5	10	1	2	4	4	5	3	4	5	4	4	5	5	5	4	4	4	2	1	1	2	3	4	3	4	4	1	2	2	4	4	3	2	5	3	4	5	2	1	2	4	4	4	5	4	3	5	5	3	3	5	1	3	4	2	3	2	4	2	4
1005512859	2020/10/12 19:54	1	19	2	40	8	10	1	2	3	2	3	2	2	2	3	3	3	1	3	3	1	2	3	3	3	2	1	3	2	3	3	3	1	2	2	3	1	2	2	3	1	3	3	3	3	2	3	1	3	3	1	3	2	3	3	2	4	3	3	2	1	3	2	3	1
1005611538	2020/10/13 07:04	2	30	4	27	5	8	1	1	3	2	3	3	2	2	2	3	3	3	3	3	2	3	2	2	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	4	3	4	4	3	3	3	3	4	3	3	4	4	4	3	3	3	3	3	4	3	4	4	4	3	3
1005628195	2020/10/12 19:37	2	18	2	14	3	10	1	2	4	2	2	4	4	4	2	3	4	3	4	4	3	3	3	3	3	3	3	2	3	2	4	3	2	3	2	2	3	3	3	2	3	2	2	3	2	3	3	4	3	3	2	3	4	3	2	3	4	2	3	2	4	3	3	3	4
1005671134	2020/10/12 17:06	1	34	4	4	2	3	1	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	3	2	2	1
1005745008	2020/10/13 07:54	1	19	2	14	3	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1005748396	2020/10/12 23:29	2	41	5	13	3	3	1	2	4	5	5	4	5	5	4	3	4	4	4	4	5	5	5	5	4	4	4	5	5	5	5	5	5	5	4	4	4	4	4	5	4	5	5	5	5	4	4	5	4	4	4	5	4	4	4	4	4	4	5	4	5	5	4	4	4
1005770125	2020/10/12 16:58	1	47	5	14	3	11	1	2	3	4	4	5	4	4	4	4	4	4	3	3	3	3	4	3	3	3	4	3	4	3	5	4	4	4	4	4	4	3	3	3	3	4	4	4	4	4	3	4	3	5	4	4	4	3	4	4	3	3	3	3	4	3	4	4	4
1005786922	2020/10/12 19:05	1	26	3	28	5	3	1	2	1	2	3	1	3	2	3	2	2	1	2	3	3	2	3	3	2	3	2	2	1	3	3	3	2	2	3	3	2	3	2	3	2	1	3	1	2	3	1	3	2	2	3	1	2	3	2	3	1	2	2	3	2	2	1	2	3
1005812417	2020/10/12 18:30	1	26	3	12	3	9	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1005850473	2020/10/12 16:35	1	21	3	19	4	9	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1005891054	2020/10/13 00:01	2	30	4	11	3	8	2	2	3	2	3	3	3	3	2	2	4	3	2	2	3	2	3	3	3	2	2	2	4	2	2	3	3	3	2	2	2	2	3	3	2	3	3	2	2	3	3	2	2	3	3	2	3	3	3	3	2	3	2	3	2	3	3	3	3
1005911265	2020/10/12 20:14	2	30	4	27	5	8	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3
1005912106	2020/10/12 18:43	2	34	4	42	8	1	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1005953566	2020/10/12 21:37	2	36	4	20	4	5	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	3	3	3	3	3	4	3
1005972667	2020/10/12 23:19	1	19	2	23	4	10	1	2	2	3	2	1	2	1	3	1	3	3	3	3	1	3	3	1	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	4	3	3	3	3	4	3	3	3	3	5	3	3	3	2	4	3	3	3	3	3	3
1006040076	2020/10/12 19:42	1	45	5	46	8	3	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3
1006054242	2020/10/12 18:15	2	16	2	23	4	10	1	2	3	2	4	4	3	4	4	4	2	3	3	1	3	3	3	3	3	3	4	3	3	3	3	3	4	3	4	3	3	3	2	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006058600	2020/10/12 20:16	2	39	4	40	8	3	1	1	2	2	2	3	2	2	3	2	2	2	2	1	2	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1006102884	2020/10/12 18:17	2	30	4	35	6	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1006122586	2020/10/12 20:14	1	31	4	8	3	5	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1006135689	2020/10/12 22:31	2	35	4	10	3	8	2	1	4	3	4	2	2	2	4	2	2	1	2	2	3	2	2	1	2	2	1	1	1	4	1	1	2	1	1	2	1	2	2	2	1	2	1	4	4	1	1	1	4	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	1
1006153127	2020/10/13 17:25	1	17	2	27	5	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006188633	2020/10/12 17:48	1	31	4	36	7	4	2	2	2	3	3	2	3	3	1	2	2	2	3	3	3	4	2	1	3	4	3	1	1	1	2	2	1	3	2	3	4	4	4	2	4	3	2	2	2	3	2	2	1	2	1	3	1	2	2	3	3	2	2	1	2	1	2	2	3
1006207524	2020/10/13 04:09	2	34	4	12	3	9	2	2	4	3	4	3	2	5	5	5	5	2	2	2	2	2	4	3	2	3	3	4	3	3	5	4	5	5	5	5	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	3	3	5	3	3	3	3	3	3	3	3	3	4
1006208806	2020/10/12 17:04	1	30	4	11	3	3	1	2	3	3	3	2	3	3	2	4	3	4	4	3	3	3	3	3	3	3	3	3	3	2	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	4	3	3	3	3	3	4	3	3	3	3	2
1006240227	2020/10/12 17:58	1	37	4	20	4	5	2	1	4	4	4	4	4	4	4	4	4	3	3	3	4	4	3	4	3	3	3	4	4	4	4	4	4	4	4	4	3	3	3	3	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	3	3	3	3	4	3	4	4	3	3
1006262827	2020/10/12 17:45	1	42	5	46	8	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1006267610	2020/10/12 17:08	1	42	5	3	2	9	2	1	5	5	4	5	5	5	5	3	3	4	3	3	5	4	5	5	3	3	4	5	5	5	5	5	5	5	3	3	5	5	3	4	5	5	5	5	5	4	5	5	4	5	5	5	5	3	3	5	4	3	4	4	5	4	5	5	5
1006297312	2020/10/12 17:18	1	16	2	27	5	10	1	2	3	3	3	3	3	2	3	2	5	3	3	2	4	3	4	4	4	2	2	4	2	3	3	3	4	2	3	2	3	3	3	4	4	3	2	3	4	2	4	3	3	4	3	2	3	3	5	3	3	3	3	3	3	3	3	3	3
1006320494	2020/10/12 17:20	1	12	1	1	1	10	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1006362183	2020/10/12 21:25	2	38	4	34	6	8	2	1	4	4	3	4	4	4	4	2	4	2	1	3	4	4	3	3	2	3	3	4	4	3	3	3	3	4	2	4	2	1	2	3	4	3	3	3	3	3	4	3	3	3	4	3	4	2	3	2	1	2	3	3	3	3	3	3	3
1006415830	2020/10/12 20:12	1	47	5	15	4	4	2	1	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	2	3	2	3	4	3	3	3	3	3	4	3	3	2	4	2	2	3	4	3	4	2	3	3	3	3	3	3	3	4	3
1006450422	2020/10/12 19:44	2	22	3	21	4	10	1	2	2	4	4	5	5	4	4	3	4	3	3	3	4	4	4	4	3	3	4	3	4	4	5	5	4	4	3	4	3	3	3	4	4	4	4	3	3	4	4	4	4	5	4	4	4	3	4	3	3	3	3	4	4	4	4	4	4
1006462968	2020/10/12 18:50	1	45	5	5	2	9	1	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006469095	2020/10/12 21:59	1	27	3	11	3	4	1	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2
1006562345	2020/10/13 00:14	1	23	3	27	5	10	1	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	3	3	4	3	4	3	3	3	3	3	4	3	3	4
1006571885	2020/10/12 17:54	1	29	3	12	3	5	1	2	1	1	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	5	4	4	4	4	3	4	4	4	4	3	3	4	4	3	4	3	3	4	4	3	4	5	4	4	3	3	3	3	3	3	4	3	3	4
1006578352	2020/10/12 17:47	1	40	5	14	3	5	2	1	2	2	2	2	2	2	2	1	3	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
1006627268	2020/10/13 01:28	1	17	2	24	5	10	1	2	3	3	2	4	3	2	3	4	2	4	2	4	2	2	3	2	4	3	4	3	4	3	2	3	3	4	2	4	3	4	2	3	2	3	3	4	2	3	3	4	4	4	3	2	3	3	4	3	3	3	2	3	4	3	4	4	2
1006694481	2020/10/12 21:48	1	32	4	24	5	4	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006742401	2020/10/12 16:59	2	36	4	10	3	3	2	1	2	1	1	2	2	2	4	4	2	4	4	2	3	2	2	3	2	1	2	2	3	2	2	4	2	2	2	1	3	4	3	3	4	2	4	2	3	2	3	2	1	3	2	2	4	3	4	2	2	2	4	2	3	2	4	3	3
1006755867	2020/10/12 21:08	1	20	3	23	4	7	1	2	2	3	3	2	3	3	2	2	3	3	2	3	3	3	2	3	3	2	3	1	2	2	3	3	2	3	3	2	3	3	2	3	2	1	2	3	1	3	2	3	1	1	2	3	3	3	2	1	2	3	2	3	2	3	3	1	3
1006813349	2020/10/12 19:00	2	14	1	13	3	10	1	2	4	2	3	5	3	5	4	3	3	3	1	3	4	3	3	4	3	3	5	2	3	3	5	4	5	4	3	3	3	2	2	4	4	3	5	4	4	4	2	3	3	4	4	5	4	2	3	3	2	3	4	4	3	3	3	3	3
1006817537	2020/10/12 16:53	1	40	5	1	1	1	2	2	1	1	2	3	4	4	4	4	4	5	5	5	5	4	4	4	4	4	5	4	5	4	4	5	5	4	5	5	5	4	5	5	5	4	4	4	4	4	5	4	5	4	4	5	5	5	5	5	4	5	5	5	4	5	5	5	5
1006836706	2020/10/13 03:22	2	16	2	28	5	10	1	2	5	3	3	4	3	4	4	2	4	2	1	1	4	5	5	5	3	4	3	5	5	5	5	5	5	5	5	5	5	1	1	4	4	4	1	1	4	4	3	3	3	3	3	3	3	3	3	3	1	1	3	3	5	5	4	3	3
1006844645	2020/10/12 19:50	1	36	4	14	3	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006862111	2020/10/12 20:12	2	23	3	21	4	10	1	2	4	1	4	4	3	3	3	3	3	2	1	2	4	4	4	4	3	4	4	4	1	4	4	3	4	4	4	4	3	2	3	4	4	4	4	4	4	4	4	1	4	4	2	4	4	4	4	2	2	3	4	4	4	4	4	4	4
1006887284	2020/10/12 19:59	1	36	4	14	3	1	2	1	3	4	4	4	4	4	3	3	4	4	4	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006889552	2020/10/12 17:38	2	29	3	13	3	9	2	1	3	4	3	4	5	4	4	3	4	3	4	3	4	4	4	4	3	4	4	4	4	4	3	4	5	4	5	4	4	4	5	4	5	5	4	4	4	5	5	5	4	4	3	4	4	4	3	5	4	4	4	5	4	3	5	4	4
1006920445	2020/10/12 18:53	2	49	5	24	5	8	2	1	2	2	2	2	2	2	3	3	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	2	2	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	2	2	2	2
1006926691	2020/10/12 22:05	1	23	3	2	2	11	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006929234	2020/10/12 18:27	1	43	5	40	8	4	2	1	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1006929958	2020/10/12 19:26	1	24	3	14	3	4	1	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3
1006931059	2020/10/12 18:52	1	19	2	27	5	10	1	2	3	2	3	3	3	2	2	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	3	3	1	3	3	1	3	3	2	3	3	1	2	2	3	1	2	2	2	3	2	3	2	3
1006966883	2020/10/13 14:30	1	16	2	9	3	10	1	2	4	5	5	5	5	4	4	5	4	4	4	3	5	5	4	4	3	3	3	4	5	5	5	5	4	4	4	3	3	4	3	5	5	4	5	4	4	3	5	5	5	5	5	4	5	4	3	4	4	4	5	5	4	5	5	3	3
1006999061	2020/10/12 18:13	2	19	2	13	3	10	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1006999096	2020/10/12 23:26	2	44	5	11	3	4	1	2	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	2	3	3	3	1	1	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007001753	2020/10/12 18:47	2	18	2	12	3	10	1	2	4	4	4	5	3	5	3	3	4	3	3	5	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3	2	2	2	2	2	2
1007003057	2020/10/12 16:38	2	19	2	13	3	10	1	2	2	2	2	3	3	3	3	3	4	3	3	2	3	2	3	2	2	1	1	1	1	2	2	3	2	2	2	2	3	2	2	2	3	3	1	3	2	2	1	3	2	1	1	2	3	3	2	3	2	2	3	2	2	3	2	2	1
1007003661	2020/10/13 00:18	1	27	3	11	3	3	2	2	2	2	2	3	3	2	2	2	2	3	2	2	2	3	2	3	3	3	2	2	2	3	2	1	2	2	3	2	1	2	2	3	2	2	2	3	2	2	2	2	3	2	2	1	2	2	2	3	2	2	2	1	2	2	3	2	2
1007026344	2020/10/12 19:09	2	14	1	46	8	10	1	2	4	5	3	5	4	3	4	3	3	3	3	3	3	3	3	3	2	2	3	4	4	3	4	3	3	4	3	3	3	3	3	3	4	3	3	3	3	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4
1007031554	2020/10/12 17:03	2	20	3	13	3	10	1	2	2	2	4	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	2	3	2	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	4	3	4	3	4	3	3	3	4	3	3	4	4	3	4
1007056128	2020/10/12 16:56	1	31	4	14	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007060836	2020/10/12 17:03	1	33	4	14	3	5	2	1	3	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	5	4	4	5	4	5	4	4	4	4	5	4	5	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4
1007064108	2020/10/12 16:56	2	45	5	27	5	8	2	1	3	3	3	4	3	3	2	3	4	2	2	1	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007069017	2020/10/12 21:02	1	38	4	13	3	5	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007073671	2020/10/12 21:52	1	28	3	2	2	4	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007075670	2020/10/12 17:24	1	38	4	11	3	3	1	2	3	3	3	4	4	4	4	5	4	3	3	2	3	3	4	4	2	3	2	3	2	3	3	4	3	3	2	2	4	3	4	3	2	3	2	3	3	2	3	2	3	3	4	3	2	3	3	3	4	2	3	4	3	2	3	3	3
1007127209	2020/10/14 06:32	2	26	3	13	3	5	1	2	4	4	3	4	4	4	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	4	3	4	4	4	4	3	4	4	4	3	4	4	4	4	3	3	4	3	4	4	3	3	3	3	4	4	3	3	3	4
1007137956	2020/10/12 17:27	2	26	3	22	4	6	1	2	4	3	2	5	3	3	4	3	3	1	3	3	4	4	5	4	3	3	4	4	3	3	4	4	3	5	4	3	1	2	3	3	3	5	4	4	3	4	3	3	3	3	3	3	3	3	4	1	3	3	3	3	5	5	4	3	5
1007148958	2020/10/12 18:51	2	49	5	29	5	9	1	2	5	3	3	1	1	1	4	3	1	3	1	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007186926	2020/10/12 17:30	2	14	1	13	3	10	1	2	4	4	3	4	3	3	3	3	4	1	1	1	3	3	3	3	3	3	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
1007188507	2020/10/12 19:15	1	43	5	14	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007196717	2020/10/12 22:26	2	20	3	28	5	10	1	2	4	4	4	4	4	5	3	3	4	4	4	2	4	3	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	4	2	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	3	4	4	4	4	4
1007209843	2020/10/12 17:05	1	17	2	27	5	10	1	2	1	1	4	5	3	4	4	2	3	2	3	4	4	5	4	3	3	3	4	4	4	4	4	4	4	4	3	3	2	3	3	3	4	4	4	4	4	4	5	5	5	3	4	4	4	4	4	3	3	4	4	5	4	4	4	3	4
1007226158	2020/10/12 21:49	1	16	2	11	3	10	1	2	4	4	5	4	4	5	5	5	5	4	4	5	3	5	5	3	5	4	5	5	4	4	4	5	4	5	4	5	5	5	5	4	5	5	5	4	4	3	4	4	5	5	5	4	5	4	3	4	4	4	2	3	4	4	4	4	4
1007228853	2020/10/12 19:05	1	13	1	11	3	10	1	2	4	4	4	4	4	4	4	4	5	4	2	2	2	2	3	3	3	3	3	2	2	2	3	3	3	2	3	3	2	2	4	3	3	2	2	3	3	2	3	2	2	2	3	3	4	4	3	3	3	4	2	3	3	3	3	2	2
