MID	DAY	SEX	AGE	GEN	PRE	ARE	JOB	MAR	CHI	q1s1	q1s2	q1s3	q1s4	q1s5	q1s6	q1s7	q1s8	q1s9	q1s10	q1s11	q1s12	q1s13	q1s14	q1s15	q1s16	q1s17	q1s18	q1s19	q2s1	q2s2	q2s3	q2s4	q2s5	q2s6	q2s7	q2s8	q2s9	q2s10	q2s11	q2s12	q2s13	q2s14	q2s15	q2s16	q2s17	q2s18	q2s19	q3s1	q3s2	q3s3	q3s4	q3s5	q3s6	q3s7	q3s8	q3s9	q3s10	q3s11	q3s12	q3s13	q3s14	q3s15	q3s16	q3s17	q3s18	q3s19
1007240857	2020/10/12 16:34	1	48	5	27	5	2	1	1	5	5	5	5	5	5	4	5	4	4	4	5	4	4	4	4	4	4	4	5	5	5	5	4	5	5	5	5	5	5	5	4	5	4	5	5	5	5	4	4	5	5	4	4	4	5	5	5	5	5	4	4	4	4	4	4	4
1007261014	2020/10/12 16:47	2	13	1	34	6	11	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007276395	2020/10/12 19:07	2	18	2	12	3	11	1	2	4	4	3	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1007284883	2020/10/12 16:34	2	13	1	2	2	10	1	2	4	4	3	4	4	3	2	3	3	2	1	1	2	3	3	3	3	4	3	4	4	3	4	4	3	3	3	3	2	1	1	3	3	3	3	3	3	3	4	4	3	4	4	3	3	3	3	2	1	1	3	3	3	3	3	3	3
1007299861	2020/10/12 18:48	2	13	1	13	3	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007300743	2020/10/13 17:26	1	17	2	29	5	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007316563	2020/10/12 21:58	1	38	4	23	4	11	2	1	4	4	4	3	3	3	1	1	4	1	1	5	5	4	3	3	3	3	3	3	3	3	4	3	3	4	3	4	1	3	5	5	4	3	3	5	4	2	3	3	3	3	3	3	4	3	4	3	3	5	5	5	3	5	5	3	3
1007316731	2020/10/12 18:46	2	14	1	40	8	10	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	3	2	3	3	2	3	3	3	3	2	2	3	2	2	3
1007322479	2020/10/12 16:58	2	16	2	42	8	10	1	2	4	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3
1007337373	2020/10/13 13:00	1	19	2	13	3	10	1	2	2	1	2	1	1	3	3	1	2	2	3	1	2	3	3	3	1	2	3	1	2	3	1	2	3	3	3	2	2	3	1	2	3	3	2	2	3	2	1	1	3	3	3	1	2	2	3	2	2	3	3	1	2	2	3	3	3
1007340402	2020/10/12 19:12	1	18	2	27	5	10	1	2	4	4	4	5	4	4	2	2	4	2	1	2	4	4	2	2	2	2	5	4	5	4	5	4	4	2	2	4	1	1	2	2	2	2	2	2	2	4	4	5	5	4	2	2	2	4	2	2	2	2	2	2	2	2	4	2	5
1007342444	2020/10/12 19:57	1	20	3	1	1	10	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007388197	2020/10/13 00:43	2	15	2	14	3	10	1	2	4	2	4	5	2	4	3	4	2	1	2	1	2	2	3	4	2	2	2	4	2	4	5	2	3	3	4	2	1	2	1	2	2	3	3	2	2	2	4	2	2	5	2	3	2	4	2	1	2	1	1	2	3	2	3	1	2
1007393109	2020/10/12 19:33	1	18	2	10	3	10	1	2	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3
1007393548	2020/10/12 20:08	1	15	2	27	5	10	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007394754	2020/10/12 20:58	1	38	4	13	3	2	2	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007406969	2020/10/13 10:56	2	21	3	2	2	10	1	2	3	4	3	4	4	4	3	3	4	3	3	3	3	3	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007409383	2020/10/12 17:04	1	25	3	13	3	3	1	2	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3
1007413864	2020/10/12 21:48	1	31	4	27	5	3	2	1	5	4	4	4	5	5	5	4	5	5	4	4	4	5	4	4	4	4	5	5	5	4	4	4	5	4	4	4	4	5	5	4	5	5	5	5	4	4	5	5	4	5	4	5	4	4	4	5	5	5	5	4	4	4	4	5	5
1007415107	2020/10/12 18:33	1	26	3	34	6	5	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007429757	2020/10/12 18:09	2	14	1	17	4	10	1	2	4	4	4	4	5	4	5	4	3	2	2	1	3	4	4	4	3	3	4	3	3	3	3	4	4	5	3	3	2	2	2	2	2	2	2	2	2	2	3	4	5	4	4	5	5	5	4	2	1	1	1	5	4	4	4	4	5
1007459175	2020/10/12 17:51	2	13	1	12	3	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007472141	2020/10/12 23:14	2	31	4	1	1	3	1	2	3	4	3	3	4	3	5	3	4	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007472877	2020/10/12 19:39	1	39	4	27	5	7	1	2	3	2	3	3	2	3	3	2	3	2	3	2	3	3	2	3	3	2	2	2	3	2	3	2	3	2	3	3	2	3	3	3	2	3	3	3	3	3	2	3	2	3	2	3	3	3	3	2	3	3	3	2	3	3	3	2	3
1007478136	2020/10/12 21:33	1	17	2	13	3	10	1	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3
1007486717	2020/10/12 21:20	2	28	3	23	4	6	2	1	2	3	2	1	3	3	2	4	2	2	5	3	4	3	3	2	4	3	1	2	2	2	3	2	3	4	1	5	3	5	4	2	4	1	1	2	4	4	2	2	1	1	4	4	4	2	4	4	2	5	3	2	4	4	2	5	2
1007501473	2020/10/13 00:49	2	19	2	12	3	11	1	2	3	3	3	4	3	5	2	4	2	2	2	2	3	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	3	3	3	3	3	4	4	3	3	4	3	3
1007503830	2020/10/12 22:36	2	32	4	13	3	9	1	2	2	3	4	3	2	4	2	4	1	1	3	1	3	2	3	2	2	2	1	3	3	4	3	2	4	2	4	1	1	2	1	3	1	3	3	3	3	1	3	3	4	3	3	4	3	4	2	3	2	1	3	3	4	3	3	3	3
1007530916	2020/10/12 23:09	2	27	3	8	3	5	1	2	3	4	3	4	4	4	4	3	5	3	3	3	3	4	3	3	3	3	4	4	4	5	4	4	4	5	4	5	3	3	3	3	4	3	4	4	4	3	4	4	3	3	3	3	4	3	5	3	3	3	3	4	3	4	4	5	3
1007532697	2020/10/12 21:58	2	46	5	26	5	7	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007536446	2020/10/12 19:37	2	42	5	38	7	5	2	2	2	3	3	3	3	3	2	2	3	2	2	4	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	2	2	4	3	3	2	3	3	3	3	3	2	3	3	3	2	3	2	3	2	2	4	3	3	3	3	2	3	3
1007539687	2020/10/12 17:27	1	13	1	8	3	10	1	2	5	3	3	5	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	5	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3	5	3	3	5	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3
1007572266	2020/10/12 17:04	2	26	3	11	3	3	2	1	4	4	4	3	4	4	5	5	5	3	4	5	5	4	3	3	3	3	4	4	3	3	2	3	3	4	4	3	3	2	2	2	2	2	4	5	5	2	3	3	4	3	2	2	1	1	2	3	4	4	4	3	3	3	5	3	4
1007572319	2020/10/12 20:51	2	36	4	2	2	5	1	2	4	4	4	4	4	4	3	3	4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007576319	2020/10/12 19:13	2	14	1	14	3	10	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007578142	2020/10/12 22:18	2	24	3	12	3	7	1	2	4	3	3	5	5	4	4	3	3	2	2	2	4	3	3	4	4	3	4	4	4	4	5	4	4	3	3	3	2	2	2	3	3	3	4	4	4	4	4	4	4	5	4	3	3	3	3	2	2	2	3	3	3	3	5	4	4
1007597794	2020/10/12 16:49	1	14	1	14	3	10	1	2	3	2	4	3	3	3	3	3	4	3	4	3	4	3	4	3	4	3	4	4	3	4	4	3	3	3	3	4	4	3	2	3	3	3	3	3	3	4	3	3	4	4	3	3	3	3	4	4	3	4	3	3	4	3	4	4	3
1007599372	2020/10/13 17:31	1	19	2	14	3	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007603506	2020/10/13 04:37	1	26	3	11	3	9	1	2	3	3	4	3	4	3	3	4	3	3	3	3	4	4	4	3	3	3	4	3	3	4	4	3	3	4	4	3	3	3	3	3	4	4	3	3	3	4	3	3	4	4	3	3	4	3	3	3	3	3	3	4	4	3	3	3	4
1007630418	2020/10/12 17:39	2	12	1	11	3	10	2	2	3	3	3	3	2	2	1	3	1	1	1	2	4	5	5	4	3	4	5	3	3	3	2	3	2	1	3	2	5	3	3	5	4	4	4	4	5	3	3	3	3	3	3	3	5	3	4	4	3	3	4	5	4	4	5	5	3
1007639283	2020/10/12 17:37	2	29	3	13	3	5	1	2	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	5	4	4	4	4	3	3	4	4	3	4	3	4	3	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3
1007653174	2020/10/12 20:22	2	25	3	23	4	5	1	2	4	3	3	4	3	4	2	2	2	4	4	2	4	4	4	4	4	3	3	4	4	4	4	3	3	4	2	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	4	4	3	3
1007657177	2020/10/12 16:53	2	20	3	11	3	8	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007658543	2020/10/12 18:41	1	20	3	33	6	10	1	2	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007661592	2020/10/12 20:41	2	26	3	11	3	5	2	2	2	4	4	4	4	4	4	2	2	4	4	4	4	3	3	4	2	2	2	4	4	2	4	4	4	4	2	2	4	4	4	4	2	2	4	2	2	2	4	4	4	4	4	4	2	3	2	4	4	4	4	3	3	4	3	3	2
1007669378	2020/10/13 03:36	1	19	2	4	2	10	1	2	4	4	4	4	4	4	4	4	3	3	3	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	1	4	3	3	3	3	3	3
1007672847	2020/10/12 18:29	1	13	1	1	1	10	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1007675170	2020/10/12 17:22	2	28	3	16	4	11	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007704450	2020/10/13 09:41	1	29	3	11	3	5	1	2	4	5	4	2	2	4	4	2	3	2	2	2	4	2	2	3	3	3	2	4	4	4	4	1	1	4	2	3	2	1	2	2	2	2	3	3	3	2	4	5	4	4	2	4	4	4	3	3	1	2	2	3	2	2	3	3	3
1007714884	2020/10/12 17:59	1	13	1	38	7	10	1	2	4	4	2	5	2	3	3	3	2	1	4	1	1	1	3	3	4	3	4	3	4	4	2	4	4	3	2	3	2	4	3	2	2	3	1	3	4	2	4	3	4	2	4	3	3	4	3	2	3	4	3	3	3	4	3	4	2
1007724230	2020/10/12 19:46	2	18	2	14	3	10	1	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	3	1	2	2	1	2	2	3	2	2	3	3	1
1007735488	2020/10/12 17:32	1	36	4	13	3	3	2	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1007751058	2020/10/12 17:58	1	19	2	1	1	10	1	2	3	3	3	4	4	5	3	3	3	3	3	3	5	3	3	5	3	3	3	3	5	3	4	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3
1007757157	2020/10/12 18:34	1	36	4	11	3	3	1	2	4	4	4	4	4	4	4	4	4	3	3	2	3	4	5	5	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3	4	4	2	3	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3	4	4	3	3	4	4	3
1007757608	2020/10/12 19:12	1	25	3	14	3	3	1	2	3	3	3	4	3	3	3	3	2	3	3	3	3	2	2	3	3	2	2	4	3	3	4	3	4	4	3	3	4	4	4	3	3	3	3	4	4	3	4	3	4	3	4	3	3	4	3	3	4	4	3	3	3	3	2	3	3
1007762777	2020/10/12 18:09	2	16	2	1	1	11	1	2	3	3	3	3	3	4	4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	2	3	3	3	3	3	3	4	4	3
1007764417	2020/10/12 16:35	1	47	5	13	3	3	2	1	5	5	5	5	5	4	2	4	3	5	2	2	4	2	2	2	1	1	3	4	4	4	4	4	4	4	4	3	4	2	2	4	2	3	3	2	2	3	4	4	4	4	4	4	4	4	3	4	2	2	4	3	3	3	3	3	3
1007770087	2020/10/12 16:47	2	19	2	13	3	10	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	4	3	3	2	2	2	3	3	2	3	3	2	3	3	2	2	2	2	2	1	3	3	1	2	3	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2
1007793406	2020/10/12 17:18	1	43	5	11	3	4	2	2	4	5	4	5	2	5	2	1	5	2	2	1	3	2	3	4	1	1	2	4	5	3	5	2	5	2	1	5	2	2	1	4	2	3	4	2	2	2	4	5	4	5	2	4	2	2	5	1	1	1	3	2	3	4	4	3	2
1007795333	2020/10/12 22:55	2	21	3	40	8	10	1	2	3	2	2	2	2	2	2	4	4	4	4	1	1	1	1	4	1	1	1	2	2	2	2	2	2	4	2	4	4	4	1	1	1	1	5	2	2	2	2	2	2	2	2	2	4	4	4	4	4	1	2	2	2	2	2	2	2
1007796712	2020/10/12 16:54	1	12	1	27	5	10	1	2	3	1	2	1	3	1	1	3	1	1	2	1	1	1	3	3	4	1	2	2	3	1	1	1	1	1	3	1	3	1	1	2	3	3	1	3	2	1	2	1	3	1	2	1	3	1	3	1	2	2	2	3	2	3	3	1	1
1007796812	2020/10/12 17:48	1	14	1	40	8	10	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007796971	2020/10/12 19:32	2	18	2	7	2	11	1	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007797460	2020/10/12 16:37	1	14	1	4	2	10	1	2	4	1	3	1	5	3	5	3	2	1	1	1	5	4	4	3	2	4	5	4	3	3	4	4	2	5	2	3	1	1	1	3	5	4	3	3	2	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1007798948	2020/10/12 19:42	1	14	1	3	2	10	1	2	5	4	5	4	5	4	5	4	5	2	2	4	2	5	4	3	3	3	5	4	4	3	3	3	3	5	3	4	4	3	3	3	5	3	2	3	3	5	4	2	4	3	3	3	5	3	4	2	2	3	3	5	3	3	5	3	5
1007803346	2020/10/12 20:38	1	35	4	27	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007811161	2020/10/12 20:07	1	13	1	20	4	10	1	2	4	4	3	3	4	4	3	2	3	2	4	3	3	4	3	3	3	3	3	3	4	3	3	4	4	3	3	3	3	4	3	3	4	3	3	3	3	3	4	4	3	3	4	4	3	3	3	3	4	3	3	4	4	4	3	3	3
1007819308	2020/10/12 16:41	1	35	4	4	2	5	2	1	3	4	4	5	4	3	4	4	3	2	2	1	4	4	4	2	3	2	3	3	4	4	5	4	2	4	2	3	1	1	1	4	4	4	4	4	4	3	4	2	4	5	4	4	4	3	2	2	1	1	4	4	4	4	3	2	3
1007825721	2020/10/12 21:27	2	40	5	28	5	8	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007826248	2020/10/12 18:45	2	14	1	13	3	10	1	2	2	2	2	2	2	2	2	2	1	3	1	1	2	2	2	2	2	2	2	2	2	1	2	2	3	2	1	3	2	2	2	3	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
1007826318	2020/10/14 10:41	2	20	3	26	5	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007828750	2020/10/12 19:12	2	13	1	13	3	10	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007829760	2020/10/12 20:16	1	16	2	13	3	10	1	2	4	4	4	2	2	1	1	2	4	1	1	1	3	1	2	3	2	2	3	4	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1007829848	2020/10/12 18:05	2	16	2	13	3	10	1	2	4	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007833532	2020/10/12 16:37	2	13	1	1	1	10	1	2	4	5	4	4	3	3	3	3	4	3	3	3	3	3	5	3	3	3	4	4	4	3	3	3	4	4	4	4	4	3	3	4	3	5	4	5	5	4	4	4	4	4	3	5	4	4	5	4	4	4	5	3	5	4	5	3	4
1007836846	2020/10/13 19:03	1	27	3	23	4	5	2	2	4	3	4	5	3	4	3	3	4	3	3	3	3	4	4	4	3	3	3	4	4	3	5	3	4	3	3	4	3	3	3	3	3	3	5	3	3	3	4	3	3	5	3	4	3	3	4	3	3	3	3	3	3	4	3	3	3
1007839231	2020/10/12 17:03	1	14	1	27	5	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3
1007840250	2020/10/12 17:15	1	43	5	1	1	5	1	1	4	2	2	3	2	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	3	3	4	4	3	4	3	4	4	5	5	5	4	5	4	5	5	4	4	4	5	5	5	5	4	5
1007846810	2020/10/12 21:18	2	17	2	20	4	10	1	2	4	4	5	5	2	2	5	5	1	1	1	1	4	5	3	3	3	2	4	4	4	5	5	1	1	4	5	2	1	1	1	3	5	4	3	4	4	4	4	4	5	2	1	1	4	2	2	1	1	1	2	4	2	1	1	1	4
1007847161	2020/10/12 22:41	1	15	2	19	4	10	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007848034	2020/10/12 18:01	1	13	1	41	8	10	1	2	4	3	2	3	5	4	1	1	3	5	5	5	5	5	5	5	5	5	5	2	3	1	3	5	1	2	1	3	4	4	2	3	3	4	2	2	4	1	2	3	1	2	3	1	2	1	3	1	2	1	2	1	3	1	3	1	2
1007853522	2020/10/12 20:53	1	16	2	30	5	10	1	2	5	4	4	4	4	4	4	3	4	4	5	4	4	4	4	4	4	4	4	3	4	3	3	5	4	4	4	3	5	4	4	3	4	3	3	4	5	4	3	3	4	4	4	3	4	4	3	4	3	4	4	4	4	4	3	3	3
1007860252	2020/10/12 18:09	2	14	1	40	8	10	1	2	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1007861068	2020/10/13 13:49	1	21	3	13	3	9	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	4	5	5	5	5	4	5	5	4	5	4	5	4	5	5	5	5	4	5	5	4	5	4	5	5	5	4	5	5	4	5	5	5	5	4
1007861094	2020/10/15 16:49	2	20	3	11	3	4	1	2	3	3	5	5	3	5	4	4	4	2	1	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1007867092	2020/10/12 17:03	1	12	1	35	6	10	1	2	4	2	3	2	2	3	3	2	4	5	3	3	3	4	4	4	4	4	5	3	4	3	3	2	3	4	3	4	5	3	3	3	4	3	3	3	3	4	3	3	3	3	2	3	4	3	4	4	3	3	3	4	3	4	4	4	4
1007868391	2020/10/12 18:53	2	14	1	27	5	10	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007868606	2020/10/14 00:01	2	21	3	23	4	5	1	2	4	1	4	2	2	3	2	2	2	3	4	1	4	4	4	3	3	3	4	4	2	1	4	4	4	3	2	3	1	1	2	4	4	4	4	4	4	4	5	2	2	4	4	4	5	4	4	2	2	2	5	5	5	5	5	5	5
1007870357	2020/10/12 16:41	1	27	3	14	3	3	1	2	3	2	3	3	3	5	1	3	4	3	3	3	2	3	3	4	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3
1007870377	2020/10/12 23:32	2	18	2	27	5	10	1	2	4	2	4	5	2	2	2	3	5	2	1	2	2	3	2	3	3	1	5	3	2	1	1	2	2	2	3	2	2	3	3	2	2	1	2	1	3	2	2	3	2	2	1	2	1	1	2	2	2	2	3	3	1	1	3	4	5
1007870985	2020/10/12 16:50	2	41	5	35	6	8	2	1	2	2	2	2	2	2	3	3	4	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	3	2	4	3	2	2	3	4	3	3	3	2	2	3	3	3	3	3	3	4	4	4	3	3	2	2	2	3	2	3	2	2
1007872920	2020/10/12 21:41	2	15	2	4	2	10	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007877000	2020/10/13 08:35	1	19	2	43	8	10	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
